
か	['助詞', '副助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
不	['接頭辞', '*', '*', '*', '*', '*']
十分	['形状詞', '一般', '*', '*', '*', '*']
です	['助動詞', '*', '*', '*', '助動詞-デス', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']
出典	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
追加	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
記事	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
信頼	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
性	['接尾辞', '名詞的', '一般', '*', '*', '*']
向上	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
ご	['接頭辞', '*', '*', '*', '*', '*']
協力	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
ください	['動詞', '非自立可能', '*', '*', '五段-ラ行', '命令形']
。	['補助記号', '句点', '*', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
2020	['名詞', '数詞', '*', '*', '*', '*']
年	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
5	['名詞', '数詞', '*', '*', '*', '*']
月	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
）	['補助記号', '括弧閉', '*', '*', '*', '*']






	['空白', '*', '*', '*', '*', '*']
高知	['名詞', '固有名詞', '地名', '一般', '*', '*']
県	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
つい	['動詞', '一般', '*', '*', '五段-カ行', '連用形-イ音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
よさこい祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
イベント	['名詞', '普通名詞', '一般', '*', '*', '*']
全般	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
つい	['動詞', '一般', '*', '*', '五段-カ行', '連用形-イ音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
YOSAKOI	['名詞', '普通名詞', '一般', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
ご覧	['名詞', '普通名詞', '一般', '*', '*', '*']
ください	['動詞', '非自立可能', '*', '*', '五段-ラ行', '命令形']
。	['補助記号', '句点', '*', '*', '*', '*']



 	['空白', '*', '*', '*', '*', '*']
よさこい祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
様子	['名詞', '普通名詞', '一般', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
夜さり	['名詞', '普通名詞', '一般', '*', '*', '*']
来い	['動詞', '非自立可能', '*', '*', 'カ行変格', '命令形']
（	['補助記号', '括弧開', '*', '*', '*', '*']
夜	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
いらっしゃい	['動詞', '非自立可能', '*', '*', '五段-ラ行', '命令形']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
古語	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
変化	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
言葉	['名詞', '普通名詞', '一般', '*', '*', '*']
。	['補助記号', '句点', '*', '*', '*', '*']
また	['接続詞', '*', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
高知	['名詞', '固有名詞', '地名', '一般', '*', '*']
県	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
民謡	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助動詞', '*', '*', '*', '助動詞-ダ', '連用形-一般']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '連体形-一般']
よさこい節	['名詞', '普通名詞', '一般', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
同県	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
よさこい祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
略	['名詞', '普通名詞', '一般', '*', '*', '*']
。	['補助記号', '句点', '*', '*', '*', '*']
他	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
高知	['名詞', '固有名詞', '地名', '一般', '*', '*']
県	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
よさこい祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
形式	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
取り	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-一般']
入れ	['動詞', '一般', '*', '*', '下一段-ラ行', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
、	['補助記号', '読点', '*', '*', '*', '*']
各地	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
・	['補助記号', '一般', '*', '*', '*', '*']
イベント	['名詞', '普通名詞', '一般', '*', '*', '*']
・	['補助記号', '一般', '*', '*', '*', '*']
踊り	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
呼称	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
呼ぶ	['動詞', '一般', '*', '*', '五段-バ行', '連体形-一般']
場合	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']
よさこい節	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
意味	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
どの	['連体詞', '*', '*', '*', '*', '*']
説	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
従う	['動詞', '一般', '*', '*', '五段-ワア行', '終止形-一般']
か	['助詞', '副助詞', '*', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
よっ	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-促音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
解釈	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
異なる	['動詞', '一般', '*', '*', '五段-ラ行', '連体形-一般']
（	['補助記号', '括弧開', '*', '*', '*', '*']
よさこい節	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
項	['名詞', '普通名詞', '一般', '*', '*', '*']
参照	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
。	['補助記号', '句点', '*', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
目次	['名詞', '普通名詞', '一般', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
1	['名詞', '数詞', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
言葉	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
意味	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
2	['名詞', '数詞', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
よさこい節	['名詞', '普通名詞', '一般', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
3	['名詞', '数詞', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
替え歌	['名詞', '普通名詞', '一般', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
4	['名詞', '数詞', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
関連	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
項目	['名詞', '普通名詞', '一般', '*', '*', '*']



	['空白', '*', '*', '*', '*', '*']
言葉	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
意味	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
[	['補助記号', '括弧開', '*', '*', '*', '*']
編集	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
]	['補助記号', '括弧閉', '*', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
夜さり	['名詞', '普通名詞', '一般', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
夜分	['名詞', '普通名詞', '一般', '*', '*', '*']
や	['助詞', '副助詞', '*', '*', '*', '*']
今夜	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
意味	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
9	['名詞', '数詞', '*', '*', '*', '*']
世紀	['名詞', '普通名詞', '一般', '*', '*', '*']
末	['接尾辞', '名詞的', '副詞可能', '*', '*', '*']
から	['助詞', '格助詞', '*', '*', '*', '*']
使わ	['動詞', '一般', '*', '*', '五段-ワア行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
い	['動詞', '非自立可能', '*', '*', '上一段-ア行', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
言葉	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助動詞', '*', '*', '*', '助動詞-ダ', '連用形-一般']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
さらに	['副詞', '*', '*', '*', '*', '*']
夜さり	['名詞', '普通名詞', '一般', '*', '*', '*']
この	['連体詞', '*', '*', '*', '*', '*']
寮	['名詞', '普通名詞', '一般', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
つかさ	['名詞', '固有名詞', '人名', '名', '*', '*']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
ま	['感動詞', 'フィラー', '*', '*', '*', '*']
うで	['名詞', '普通名詞', '一般', '*', '*', '*']
来	['接尾辞', '名詞的', '副詞可能', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
こ	['名詞', '普通名詞', '一般', '*', '*', '*']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
のたまい	['動詞', '一般', '*', '*', '五段-ワア行', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
／	['補助記号', '一般', '*', '*', '*', '*']
竹取	['名詞', '普通名詞', '一般', '*', '*', '*']
物語	['名詞', '普通名詞', '一般', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
。	['補助記号', '句点', '*', '*', '*', '*']
また	['接続詞', '*', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
り	['助動詞', '*', '*', '*', '文語助動詞-リ', '終止形-一般']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
とれ	['動詞', '一般', '*', '*', '下一段-ラ行', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
「	['補助記号', '括弧開', '*', '*', '*', '*']
夜	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
さ	['助詞', '終助詞', '*', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
形	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
1707	['名詞', '数詞', '*', '*', '*', '*']
年	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
ごろ	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
から	['助詞', '格助詞', '*', '*', '*', '*']
人形	['名詞', '普通名詞', '一般', '*', '*', '*']
浄瑠璃	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
登場	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
する	['動詞', '非自立可能', '*', '*', 'サ行変格', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
夜	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
さ	['助詞', '終助詞', '*', '*', '*', '*']
来い	['動詞', '非自立可能', '*', '*', 'カ行変格', '命令形']
と	['助詞', '格助詞', '*', '*', '*', '*']
言う	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
字	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
金糸	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
縫	['名詞', '普通名詞', '一般', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
せ	['動詞', '非自立可能', '*', '*', 'サ行変格', '未然形-セ']
裾	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
清十郎	['名詞', '固有名詞', '人名', '名', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
寝	['動詞', '一般', '*', '*', '下一段-ナ行', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
ところ	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
／	['補助記号', '一般', '*', '*', '*', '*']
心中	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
重	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
井筒	['名詞', '固有名詞', '人名', '一般', '*', '*']
・	['補助記号', '一般', '*', '*', '*', '*']
近松	['名詞', '固有名詞', '人名', '姓', '*', '*']
門左衛門	['名詞', '固有名詞', '人名', '名', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
短い	['形容詞', '一般', '*', '*', '形容詞', '連体形-一般']
夏	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
一夜	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
さ	['接尾辞', '名詞的', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
／	['補助記号', '一般', '*', '*', '*', '*']
鎌倉	['名詞', '固有名詞', '地名', '一般', '*', '*']
三代	['名詞', '固有名詞', '地名', '一般', '*', '*']
記	['接尾辞', '名詞的', '一般', '*', '*', '*']
・	['補助記号', '一般', '*', '*', '*', '*']
近松	['名詞', '固有名詞', '人名', '姓', '*', '*']
半二	['名詞', '固有名詞', '人名', '名', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
。	['補助記号', '句点', '*', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
なお	['接続詞', '*', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
日本	['名詞', '固有名詞', '地名', '国', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
各地	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
夜分	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
こと	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
夜さり	['名詞', '普通名詞', '一般', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
言う	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
方言	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
残っ	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-促音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
いる	['動詞', '非自立可能', '*', '*', '上一段-ア行', '連体形-一般']
よう	['形状詞', '助動詞語幹', '*', '*', '*', '*']
で	['助動詞', '*', '*', '*', '助動詞-ダ', '連用形-一般']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '終止形-一般']
が	['助詞', '接続助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
現在	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
土佐	['名詞', '固有名詞', '地名', '一般', '*', '*']
弁	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
言え	['動詞', '一般', '*', '*', '五段-ワア行', '仮定形-一般']
ば	['助詞', '接続助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
よさこい節	['名詞', '普通名詞', '一般', '*', '*', '*']
・	['補助記号', '一般', '*', '*', '*', '*']
よさこい祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
こと	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
指し	['動詞', '一般', '*', '*', '五段-サ行', '連用形-一般']
、	['補助記号', '読点', '*', '*', '*', '*']
夜	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
いらっしゃい	['動詞', '非自立可能', '*', '*', '五段-ラ行', '命令形']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
意味	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
使わ	['動詞', '一般', '*', '*', '五段-ワア行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
い	['動詞', '非自立可能', '*', '*', '上一段-ア行', '未然形-一般']
ない	['助動詞', '*', '*', '*', '助動詞-ナイ', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
よさこい節	['名詞', '普通名詞', '一般', '*', '*', '*']
[	['補助記号', '括弧開', '*', '*', '*', '*']
編集	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
]	['補助記号', '括弧閉', '*', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
高知	['名詞', '固有名詞', '地名', '一般', '*', '*']
県	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
残る	['動詞', '一般', '*', '*', '五段-ラ行', '連体形-一般']
民謡	['名詞', '普通名詞', '一般', '*', '*', '*']
。	['補助記号', '句点', '*', '*', '*', '*']
囃子詞	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
よこさ	['動詞', '一般', '*', '*', '五段-サ行', '未然形-一般']
い	['助詞', '終助詞', '*', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
歌わ	['動詞', '一般', '*', '*', '五段-ワア行', '未然形-一般']
れる	['助動詞', '*', '*', '*', '助動詞-レル', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']
その	['連体詞', '*', '*', '*', '*', '*']
起源	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
つい	['動詞', '一般', '*', '*', '五段-カ行', '連用形-イ音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
諸説	['名詞', '普通名詞', '一般', '*', '*', '*']
あり	['動詞', '非自立可能', '*', '*', '五段-ラ行', '連用形-一般']
、	['補助記号', '読点', '*', '*', '*', '*']
いまだ	['副詞', '*', '*', '*', '*', '*']
特定	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
至っ	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-促音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
い	['動詞', '非自立可能', '*', '*', '上一段-ア行', '未然形-一般']
ない	['助動詞', '*', '*', '*', '助動詞-ナイ', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
慶長	['名詞', '固有名詞', '一般', '*', '*', '*']
年間	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
1596	['名詞', '数詞', '*', '*', '*', '*']
年	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
-	['補助記号', '一般', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
1615	['名詞', '数詞', '*', '*', '*', '*']
年	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
山内	['名詞', '固有名詞', '人名', '姓', '*', '*']
一豊	['名詞', '固有名詞', '人名', '名', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
入国	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
高知	['名詞', '固有名詞', '地名', '一般', '*', '*']
城	['接尾辞', '名詞的', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
築い	['動詞', '一般', '*', '*', '五段-カ行', '連用形-イ音便']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
とき	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
作事	['名詞', '普通名詞', '一般', '*', '*', '*']
場	['接尾辞', '名詞的', '一般', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
歌わ	['動詞', '一般', '*', '*', '五段-ワア行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
木遣り	['名詞', '普通名詞', '一般', '*', '*', '*']
唄	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
